word,meaning_zh,pos,phonetic_uk,phonetic_us,synonyms,rel_words,exam_level
punch,打孔,"n, vi",pʌn(t)ʃ,,blanking press | drilling machine | jab,puncher,CET6
strife,冲突，竞争,n,straɪf,straɪf,interference | conflict | argument | war | collision,,CET6
equator,赤道，天球赤道,n,ɪ'kweɪtə,ɪ'kwetɚ,equinoctial,,CET6
gear,齿轮，传动装置,"n, vi, vt",gɪə,ɡɪr,apparatus | installation | facilities | vehicle | engine | serve | adapt to something | actuate | get under way,gearing | gearing,CET6
persist,持续，存留,"vi, vt",pə'sɪst,pɚ'sɪst,stay | abide | iterate,persistent | persistently | perseverance | persistence | perseveration | perseverate,CET6
breakfast,吃早餐,n,'brekfəst,'brɛkfəst,brekker | dejeuner,,CET6
dine,吃饭,"vi, vt",daɪn,daɪn,have a dinner | have meals | banquet | feast,dining | diner | dining,CET6
proceeding,程序，行动，事项,"n, v",prəʊ'siːdɪŋ,prə'sidɪŋ,going on | routine | program | conduct | law | starting | beginning | initiating,process | procedural | processional | process | procedure | procession | processor | processional | process | proceed | procession | process | procession,CET6
length,长度,n,leŋθ,[leŋθ],extent | longness,long | lengthy | lengthwise | longish | long | lengthwise | lengthily | longwise | long | lengthiness | longness | long | lengthen | lengthen,CET6
acknowledge,承认；告知收到,vt,ək'nɒlɪdʒ,ək'nɑlɪdʒ,accept | agree | recognize | grant | face,acknowledged | acknowledgement | acknowledgment | acknowledged,CET6
shoulder,承担；挑起,vt,'ʃəʊldə,'ʃoldɚ,undertake | accept | sustain,,CET6
integrity,诚实，正直,n,ɪn'tegrɪtɪ,ɪn'tɛɡrəti,truth | honesty | full | righteousness | completeness,integrate | integral | integrated | integrally | integrate | integral | integer | integrality | integrated | integrate | integrate,CET6
offer,出现,"n, vi, vt",'ɒfə,'ɔfɚ,afford | undertake | try | tender | lend | proposal | intention | meaning | will | bid | occur | figure | come out,offering | offeror | offerer | offering,CET6
membership,成员资格；会员人数,n,'membəʃɪp,'mɛmbɚʃɪp,qualification | capacity,member,CET6
systematic,成体系的,adj,sɪstə'mætɪk,'sɪstə'mætɪk,scientific | classified,systemic | systematized | systematically | system | systematization | systematics | systematism | systematizer | systematized | systematize | systematise,CET6
kit,成套工具；用具包,"n, vi, vt",kɪt,,toolbox | tool chest | prepare | provide | equip with | fit out,,CET6
commend,称赞，表扬；推荐,"vi, vt",kə'mend,kə'mɛnd,recommend | put in a good word | speak well of | pay a tribute to,commendable | commendation,CET6
brood,沉思，郁闭地沉思,"n, vt",bruːd,brud,meditate on | be deep in thought | gang | tribe,brooding | broody | brooding | brooder,CET6
muse,沉思，默想，冥想,"n, vi, vt",mjuːz,mjuz,reflection | meditation | meditate on | be deep in thought | meditate on | be deep in thought,musing | musingly | muser | musing,CET6
meditate,沉思；冥想,"vi, vt",'medɪteɪt,'mɛdɪtet,schedule | propose | design | map | view | be deep in thought | be buried in,meditative | meditatively | meditation,CET6
hush,沉默,"int, n, vi, vt",hʌʃ,hʌʃ,keep silent | silence | tranquilness | pipe down | fall silent | sh | hist,hushed | hushed,CET6
immerse,沉浸；给…施洗礼,vt,ɪ'mɜːs,ɪ'mɝs,let sb in for | entrap,immersion,CET6
repeal,撤销,"n, vt",rɪ'piːl,rɪ'pil,yield | desert | negative | abolish | abolition | destoolment,,CET6
lathe,车床,n,leɪð,leð,tool | turning machine,,CET6
row,吵架，口角,"n, vi",rəʊ,ro,hong | range | line | rank | sound | boat | lock horns,rowdy | rowdily | rowing | rowdy | rowdiness | rowing,CET6
mock,嘲弄，挖苦,"adj, adv, n, vi, vt",mɒk,mɑk,guy | simulate | pattern | imitate | make game of | jeer at | derisiveness | imitation | affected | false | assumed | simulate | lyingly | falsely,mocking | mockingly | mockery | mocker | mocking,CET6
reign,（某君主的）统治时期,"n, vi",reɪn,ren,predominate over | to rule | governance | disposal | rule | dominance,reigning | reigning,CET6
supersonic,超声的，超声速的,"adj, n",suːpə'sɒnɪk; sjuː-,",supɚ'sɑnɪk",ultrasonic | transsonic | ultrasonic wave | ultrasound wave,,CET6
ultrasonic,超声的,"adj, n",ʌltrə'sɒnɪk,",ʌltrə'sɑnɪk",transsonic | supersonic | ultrasound wave,ultrasound | ultrasonography,CET6
surpass,超过，超越，胜过,vt,sə'pɑːs,sə'pæs,overcome | top | exceed | cap | transcend,surpassing | surmountable | surpassing | surpassingly | surpassing,CET6
nickname,绰号，诨号,n,'nɪkneɪm,'nɪk'nem,sobriquet | agname,,CET6
waggon,敞蓬车厢,,'wæɡən,'wægən,,,CET6
spectacle,场面，景象；奇观,n,'spektək(ə)l,'spɛktəkl,scene | sight,spectacled | spectacularly,CET6
resident,常住者,,,,,,CET6
haunt,（鬼魂）经常出没,n,hɔːnt,hɔnt,habitat | purlieu,haunted | haunting | haunted | haunting,CET6
visit,拜访,"n, vi, vt",'vɪzɪt,'vɪzɪt,stay | call | stop | addressing | inspect | pay a call | stay | pay a call,visitant | visitor | visitation | visitant,CET6
frequent,常见的；频繁的,"adj, vt",'friːkw(ə)nt,'frikwənt,confirmed | continual | resort to,frequently | frequency | frequenter,CET6
shovel,铲，铁铲,"n, vi, vt",'ʃʌv(ə)l,'ʃʌvl,shool | weed | spade,shoveler | shovelful | shoveller,CET6
toad,蟾蜍，癞蛤蟆,n,təʊd,tod,hoptoad | sad apple,,CET6
diesel,柴油发动机，内燃机,n,'diːz(ə)l,'dizl,derv | oil engine,,CET6
errand,差使，差事,,,,,,CET6
ascertain,查明，确定，弄清,,,,,,CET6
horizon,地平线,n,hə'raɪz(ə)n,hə'raɪzn,extent | boundary | region | spectrum | territory | area,horizontal | horizontally | horizontal,CET6
tactics,战术，兵法,n,'tæktɪks,'tæktɪks,strategy | device | war,tactic | tactical | tactically | tactic | tactician,CET6
grassy,草多的,adj,'grɑːsɪ,'ɡræsi,herby,grassless | grass | grass | grass,CET6
herb,草本植物；香草,n,hɜːb,ɝb,bouquet garni | vanilla,herbal | herbal | herbage | herbalist,CET6
groove,槽,"n, vt",gruːv,ɡruv,tradition | usage | convention | best | slot,grooved | grooved,CET6
manipulate,操作；操纵，控制,vt,mə'nɪpjʊleɪt,mə'nɪpjulet,man | guide | work | handle,manipulative | manned | manipulable | manipulation | manipulability | manned,CET6
hatch,策划；密谋,"n, vi, vt",hætʃ,hætʃ,incubation | engineer | scheme | incubate,hatched | hatching | hatching | hatchling | hatchway | hatched | hatching,CET6
warehouse,仓库，货栈,n,'weəhaʊs,'wɛrhaʊs,stockroom | godown,warehousing | warehousing,CET6
cruelty,残酷；残酷行为,n,'krʊəltɪ,'krʊəlti,fellness | rigorousness,cruel | cruelly | cruelness,CET6
napkin,餐巾（纸）,n,'næpkɪn,'næpkɪn,serviette | mokador,nappy | nappy,CET6
participate,参与,"vi, vt",pɑː'tɪsɪpeɪt,pɑr'tɪsə'pet,mix | take part in | share in | partake in,participant | participating | participatory | participant | participation | participating,CET6
senator,参议员,n,'senətə,'sɛnətɚ,commissioner | councilor,senatorial | senate | senatorship,CET6
reference,参考文献；参照物,"n, vi, vt",'ref(ə)r(ə)ns,'rɛfrəns,involved in | mention | quote | cite,referenced | referential | referable | referral | referee | referent | referenced | refer | referee | refer | referee,CET6
participant,参加者,adj,pɑː'tɪsɪp(ə)nt,pɑr'tɪsəpənt,related,participating | participatory | participation | participating | participate | participate,CET6
spectator,参观者，观众,n,spek'teɪtə,'spɛktetɚ,audience | onlooker,spectate,CET6
parameter,参（变）数；参量,n,pə'ræmɪtə,pə'ræmɪtɚ,coefficient | arguments | modulus,parametric,CET6
recipe,菜谱，烹饪法,n,'resɪpɪ,'rɛsəpi,secret | tips,,CET6
assumption,假定,n,ə'sʌm(p)ʃ(ə)n,ə'sʌmpʃən,conception | perhaps | if,assumed | assumptive | assume | assume,CET6
rule,裁决，裁定,"n, vi, vt",ruːl,rul,king it over | reign over | governance | regulation | order | define | regulate | manage | state | conduct,ruling | ruled | ruler | ruling | rulership | ruled,CET6
substance,内容，本旨；财产,n,'sʌbst(ə)ns,'sʌbstəns,matter | asset | essence | truth | texture,substantial | substantive | substantially | substantial | substantive | substantiality,CET6
friction,摩擦,n,'frɪkʃ(ə)n,'frɪkʃən,attrition | frottage,frictional | fricative | frictionless | fricative,CET6
sermon,布道，讲道；说教,n,'sɜːmən,'sɝmən,mission | message,sermonizer | sermonize | sermonize,CET6
absent,不在的,adj,'æbs(ə)nt,ˈæbsənt,missing | vacant,absently | absence | absenteeism | absentee | absentmindedness,CET6
disagreement,争论；不一致,n,dɪsə'ɡriːmənt,",dɪsə'ɡrimənt",controversy | combat | variance | disparity,disagreeable | disagreeably | disagree,CET6
awkward,令人尴尬的,adj,'ɔːkwəd,'ɔkwɚd,testing | embarrassed,awkwardly | awkwardness,CET6
immortal,不朽的；永生的,"adj, n",ɪ'mɔːt(ə)l,ɪ'mɔrtl,eternal | monumental | jinnee | djinni,immortality | immortalize | immortalise,CET6
wretched,不幸的,adj,'retʃɪd,'rɛtʃɪd,poor | mean | base | dirty,wretchedly | wretch | wretchedness,CET6
misfortune,不幸，灾祸，灾难,n,mɪs'fɔːtʃuːn; -tʃ(ə)n,'mɪs'fɔrtʃən,disaster | evil | tragedy | grief,,CET6
incompatible,不相容的,adj,ɪnkəm'pætɪb(ə)l,",ɪnkəm'pætəbl",antipathic | contradictory,incompatibly | incompatibility,CET6
instability,不稳定性,n,ɪnstə'bɪlɪtɪ,",ɪnstə'bɪləti",flux | imbalance,,CET6
incomplete,不完全的，未完成的,adj,ɪnkəm'pliːt,'ɪnkəm'plit,half | synsemantic,incompleteness,CET6
stuffy,不透气的，闷热的,adj,'stʌfɪ,'stʌfi,sweltering | sultry,stuffiness,CET6
opaque,不透明的,"adj, vt",ə(ʊ)'peɪk,o'pek,slow | non-transparent | devitrify,opaquely | opaqueness,CET6
improper,不适当的；不合理的,adj,ɪm'prɒpə,ɪm'prɑpɚ,false | wrong | incorrect | unhappy | inadequate,improperly | impropriety,CET6
dissatisfaction,不满，不平,n,dɪssætɪs'fækʃn,dɪs'sætɪs'fækʃən,grievance | disaffection,dissatisfied | dissatisfied | dissatisfy,CET6
watertight,不漏水的，防水的,adj,'wɔːtətaɪt,'wɔtɚtaɪt,invulnerable | unexceptionable,,CET6
inevitably,不可避免地,adv,ɪ'nevɪtəblɪ; ɪn'evɪtəblɪ,ɪn'ɛvɪtəbli,necessarily | ineluctably,inevitable | inevitability,CET6
irrespective,不考虑的，不顾的,adj,ɪrɪ'spektɪv,",ɪrɪ'spɛktɪv",unrelated | unconcerned,,CET6
inaccurate,不精密的，不准确的,adj,ɪn'ækjʊrət,ɪn'ækjərət,false | wrong | incorrect | improper | erroneous,inaccurately | inaccuracy,CET6
unreasonable,不讲道理的；过高的,adj,ʌn'riːz(ə)nəb(ə)l,ʌn'riznəbl,ideal | dream,unreasoning | unreasonably | unreasoningly | unreason,CET6
undesirable,不合需要的；讨厌的,"adj, n",ʌndɪ'zaɪərəb(ə)l,",ʌndɪ'zaɪərəbl",unhealth | cacoethic | persona non grata,undesirably | undesirability,CET6
unfit,不合适的；无能力的,adj,ʌn'fɪt,,rejected | unsuited,unfitness,CET6
absurd,不合理的，荒唐的,adj,əb'sɜːd,"əbˈsɚd, -ˈzɚd",ridiculous | preposterous,absurdly | absurdity | absurdness,CET6
irregularity,不规则；不整齐,n,"ɪ,regjʊ'lærɪtɪ",ɪ'rɛgjə'lærəti,anomaly | abnormity,irregular | irregularly | irregular,CET6
disregard,不管，不顾,"n, vt",dɪsrɪ'gɑːd,",dɪsrɪ'ɡɑrd",ignore | neglect | inobservancy | negligence,,CET6
uncertain,不定的；无常的,adj,ʌn'sɜːt(ə)n; -tɪn,ʌn'sɝtn,changeable | vague,uncertainly,CET6
impurity,杂质；不纯,n,ɪm'pjʊərɪtɪ,ɪm'pjʊrəti,foreign matters | nastiness,impure | impureness,CET6
inadequate,不充足的，不适当的,adj,ɪn'ædɪkwət,ɪn'ædɪkwət,deficient | unhappy | wrong | inappropriate | improper,inadequately | inadequacy | inadequateness,CET6
invariably,不变地，永恒地,adv,ɪn'veərɪəblɪ,ɪn'vɛrɪəbli,always | toujours,invariant | invariable | invariant | invariable | invariance | invariability | invariableness,CET6
uneasy,不安的；拘束的,adj,ʌn'iːzɪ,ʌn'izi,uncomfortable | unstable,uneasily | uneasiness,CET6
mammal,哺乳动物,n,'mæm(ə)l,'mæml,suckler,mammalian | mammalian | mammalogy,CET6
supplement,补角,"n, vt",'sʌplɪm(ə)nt,'sʌplɪmənt,recruitment | renewal | to replenish | eke,supplementary | supplemental | supplementary | supplementation,CET6
complement,补充,vt,'kɒmplɪm(ə)nt,ˈkɑːmplɪment,make up a loss | make sth up,complementary | complemental | complementarity | complementation,CET6
compensation,补偿，赔偿，赔偿费,n,kɒmpen'seɪʃ(ə)n,",kɑmpɛn'seʃən",payment | consideration | insurance | reward | offset,compensable | compensate | compensate,CET6
humanitarian,博爱的,"adj, n","hjʊ,mænɪ'teərɪən","hju,mænɪ'tɛrɪən",philanthropic | caritative | philanthropist | charitarian,humane | humanistic | humanism | humanist | humanely | humanity | humanism | humanist | humanitarianism,CET6
barge,驳船；大型游船,"n, vi",bɑːdʒ,bɑrdʒ,titubate | burst into | lighter | catamaran,,CET6
fluctuation,波动,n,",flʌktʃʊ'eɪʃ(ə)n; -tjʊ-",",flʌktʃʊ'eʃən",wave | undulation,fluctuating | fluctuating | fluctuate | fluctuate,CET6
fluctuate,波动，使波动,"vi, vt",'flʌktʃʊeɪt; -tjʊ-,'flʌktʃʊ'et,wave motion | shake | destabilize,fluctuating | fluctuation | fluctuating,CET6
invalid,病人,"adj, n",ˈɪnvəlɪd；ɪnˈvælɪd,ˈɪnvəlɪd；ɪnˈvælɪd,useless | disabled | ineffective | sick | patient,invalidation | invalidity | invalidism | invalidate,CET6
ward,病房，病室；监房,"n, vt",wɔːd,wɔrd,observation | safeguard | monitoring | surveillance | watch | avoid | guard | shun,warder,CET6
strength,兵力；强度,n,streŋθ; streŋkθ,strɛŋθ,force | might | excellence | muscle | power,strong | strong | strongly | strengthener | strengthen | strengthen,CET6
icy,冰冷的；冷冰冰的,adj,'aɪsɪ,'aɪsi,cold | ice-cold,icily | ice | icer | iciness,CET6
objective,目标,"adj, n",əb'dʒektɪv,əb'dʒɛktɪv,impersonal | accusatival | intention | purpose | sake | target | goal,objectively | object | objectivity | objectification | objectiveness | object | object | objectify,CET6
villa,别墅,n,'vɪlə,'vɪlə,country seat | chateau,,CET6
characterize,表现…的特性,,'kærəktəraiz,'kærəktə'raɪz,,characteristic | characterized | characterless | characteristically | character | characteristic | characterization | characterisation | characterise | character | characterise,CET6
signify,表示，意味着,"vi, vt",'sɪgnɪfaɪ,'sɪɡnɪfaɪ,indicate | bid | forecast | mean | shadow | matter | count for,significant | signed | significative | significantly | significant | sign | significance | signage | signing | signer | signification | signifier | signed | signing | sign | sign | signalise,CET6
manifest,表明,,,,,,CET6
seemingly,表面上，外表上,,'siːmɪŋlɪ,'simɪŋli,,seeming | seeming | seem,CET6
superficial,表面的；肤浅的,"adj, n",",suːpə'fɪʃ(ə)l; ,sjuː-",",supɚ'fɪʃl",surface | external | facial | shallow | person | garment,superficially | superficiality | superficies,CET6
criterion,标准，准则，尺度,n,kraɪ'tɪərɪən,kraɪˈtɪriən,standard | formula | level | prototype | norm,,CET6
norm,标准，规范；平均数,n,nɔːm,nɔrm,criterion | quota,normal | normative | normal | normalization | normality | normalizer | normalize,CET6
heading,标题，题词，题名,n,'hedɪŋ,'hɛdɪŋ,title | titel,head | headed | heady | headless | head | header | headline | headliner | headed | head | head | headline,CET6
reason,论证，推断,"n, vi, vt",'riːz(ə)n,ˈrizən,motivation | excuse | incentive | sake | account | ratiocinate | prevail with | discuss | debate | satisfy | convince | argue,reasonable | reasoning | reasoned | reasonless | reasonably | reasoning | reasonableness | reasoning | reasoned,CET6
advocate,拥护,"n, vt",'ædvəkeɪt；-ət,ˈædvəkeɪt；-et,maintain | submit | prophet | supporter,advocacy | advocator,CET6
discrimination,歧视；辨别；识别力,n,"dɪ,skrɪmɪ'neɪʃ(ə)n","dɪ,skrɪmɪ'neʃən",distinction | differentiation,discriminatory | discriminating | discriminative | discriminable | discriminator | discriminating | discriminate | discriminate,CET6
transform,变换,"vi, vt",træns'fɔːm; trɑːns-; -nz-,træns'fɔrm,influence | fashion | vary | innovate | veer from | to change,transformable | transformation | transformer,CET6
loosen,变松,"vi, vt",'luːs(ə)n,'lusn,relax | lighten up | relax | lighten up,,CET6
alteration,变更，改变,n,ɔːltə'reɪʃ(ə)n; 'ɒl-,",ɔltə'reʃən",modification | changing,altered | alterative | alterable | altered | alterative | alterability | altered | alter | alter,CET6
fall,变成，成为，陷入,"adj, n, vi, vt",fɔːl,fɔl,become | come | lower | reduction | decline | autumn | floor | cut sth down | autumn,fell | falling | fallen | fell | falling | faller | fell | falling | fallen | fell,CET6
program,编制程序,n,'prəʊɡræm,'proɡræm,procedure | routine | plan | scheme | project,programming | programmer,CET6
edit,编辑，编纂；校订,vt,'edɪt,'ɛdɪt,copy-edit | redact,editorial | editorially | editor | editorial | editorship,CET6
verge,边缘，边界,"n, vi",vɜːdʒ,vɝdʒ,go on for | come close to | margin | brink | suburb | beaded edge,,CET6
